Project,Commit,Version,NbDependencies,BloatedDirect,BloatedTransitive,UsedDirect,UsedTransitive
dbmdz/iiif-apis,23e3b0800a6635a96ab2e34c2427c9bf177756ec,null,30,2,13,9,6
dbmdz/iiif-apis,8bd8354d0bf6274e78d94975a85d2d66881d6f64,null,40,2,22,9,7
dbmdz/iiif-apis,569d1212ab584fbfd06addb7230d234d04b15344,null,41,1,22,10,8
dbmdz/iiif-apis,b9e6d04d36e6da616ddcd9de5d656fa291950c78,null,40,2,22,9,7
dbmdz/iiif-apis,876b9e97ec8c454cd6d4c35b57d882f11d51fac5,null,30,2,13,9,6
dbmdz/iiif-apis,bc1d54607498abfeb135eb2ce0c402105401634f,null,40,2,22,9,7
dbmdz/iiif-apis,73708e5b224fcff62467f3c138e23ac02e512ba7,null,40,2,22,9,7
dbmdz/iiif-apis,9d63e486e7bd620f934dc7385ff3b73f8d009a58,null,40,2,22,9,7
dbmdz/iiif-apis,9387741191b18a29f05e769ee55c58c719af1912,null,40,2,22,9,7
dbmdz/iiif-apis,471c3bc04d2ac5db9472d198610b1943a5159ca9,null,32,2,15,9,6
dbmdz/iiif-apis,750eac91a65db194faa27f1b2343824c76938193,0.3.1,30,0,12,11,7
dbmdz/iiif-apis,870ba82ecd9d1edbbbc085c300231cbe9f981011,null,30,2,13,9,6
dbmdz/iiif-apis,2bc7ab7bcf7176992f7fee3d7b779ad620afa436,null,32,2,15,9,6
dbmdz/iiif-apis,41826c9b07125653a287c489f518abf20ea0b6e8,0.2.5,30,0,12,11,7
dbmdz/iiif-apis,aec3445d764297658287bf57958d40c92a964fd7,null,41,1,22,10,8
dbmdz/iiif-apis,a2d8341be255afe50db60e840d36184bb501ced2,null,30,2,13,9,6
dbmdz/iiif-apis,471d31c4714c519eeb0c98a41241d903ad5b99f0,null,30,2,13,9,6
dbmdz/iiif-apis,ffe85f389f95fc8266a0749008f515ea0a3d4df5,null,40,2,22,9,7
davidmoten/rxjava2-aws,787da8d92dda1143448b9af9703480d9da550564,0.1.15,23,0,12,7,4
davidmoten/rxjava2-aws,092cac962a0a319b7ee15edc64761595dfa8938c,0.1.1,25,3,11,4,7
davidmoten/rxjava2-aws,3c199762ea9a74a54624e662dd33c7d8d8f1752a,0.1.26,23,0,12,7,4
davidmoten/rxjava2-aws,0d1469248ef91aaba2905bd690da8ab84e749672,0.1.12,23,0,12,7,4
davidmoten/rxjava2-aws,e2b7d96488b1907a3053567bd5a37aed8bd93d51,0.1.20,23,0,12,7,4
davidmoten/rxjava2-aws,7633e41e9a04ddbdf5796890453225450b036290,0.1.27,23,0,12,7,4
davidmoten/rxjava2-aws,733123b1315c55390258f5705d7fe8572e7deb2b,0.1.23,23,0,12,7,4
davidmoten/rxjava2-aws,d17fe653da032ac02d1c5e172d49401ee77319be,0.1.2,26,3,12,4,7
davidmoten/rxjava2-aws,8320605f63bff3ba0349ff89e53033411f0c329c,0.1.25,23,0,12,7,4
davidmoten/rxjava2-aws,069f02d1f3e0d72789dc205de06cadad8c68204c,0.1.19,23,0,12,7,4
davidmoten/rxjava2-aws,c1556a00cb547aa3a6bdf3006fa0fab39b146434,0.1.13,23,0,12,7,4
davidmoten/rxjava2-aws,1ecb4c8a0298aeb74c7315779304a8c025ffba7f,0.1.10,23,0,12,7,4
davidmoten/rxjava2-aws,1c91f36fd82eda7ea487c0540f62c5f164be407f,0.1.11,23,0,12,7,4
davidmoten/rxjava2-aws,1c6dece54419b5ba288721fae4f15f0295dd5494,0.1.18,23,0,12,7,4
davidmoten/rxjava2-aws,7d169b04169d7384565b162e5e6a056138352bcd,0.1.8,23,0,12,7,4
davidmoten/rxjava2-aws,b7d99460bd03451453e46679ec1a0255584fdc82,0.1.5,23,0,12,7,4
davidmoten/rxjava2-aws,b9ef3ab4cdc67677454de9c7edc4811b933aa748,0.1.6,23,0,12,7,4
davidmoten/rxjava2-aws,aebe459eb80d8bf2b5e97a344c34f1c7617f0905,0.1,25,3,11,4,7
davidmoten/rxjava2-aws,d61adaf0df4f467fb6dff4686348388a6fd75cd4,0.1.4,23,0,12,7,4
davidmoten/rxjava2-aws,2edf2c1c795b69ec86daefacfb161e94015d3de2,0.1.22,23,0,12,7,4
davidmoten/rxjava2-aws,749099d9cf223a35c5b3b23487a0a8cada32496f,0.1.9,23,0,12,7,4
davidmoten/rxjava2-aws,46735db05bdd6669d568d36dbc9f1a21983a5b6f,0.1.7,23,0,12,7,4
davidmoten/rxjava2-aws,2346056495a837326f8395c2e75861ac8a45b1d3,0.1.3,26,3,12,4,7
davidmoten/rxjava2-aws,63de87f6c35413b7f09f972d3adece79cb20d3db,0.1.17,23,0,12,7,4
davidmoten/rxjava2-aws,aff2d8aac128178514d5a5488729689ff0bbbfbb,0.1.14,23,0,12,7,4
davidmoten/rxjava2-aws,8d7ea268687010014b4ccaf67670a2a119a432bf,0.1.21,23,0,12,7,4
davidmoten/rxjava2-aws,e33d750446315c95c89ca470dfb5cd9c46fd9319,null,23,0,12,6,5
davidmoten/rxjava2-aws,472c8079dccfc118216fc8681334513d1451cdd4,0.1.24,23,0,12,7,4
davidmoten/rxjava2-aws,9a4b5d4b966901143079f59af34a7559b0a46272,0.1.16,23,0,12,7,4
APNIC-net/rdapd,2045ca474c82c49b95d46bd95154e9cf8843ea4b,null,94,11,42,13,28
APNIC-net/rdapd,88f6286008a948092afb087cd939503cb47d06ae,1.0.3,82,12,47,4,19
APNIC-net/rdapd,ed61ab074c8e2b48c42e233d70e3711ce4f85d30,null,94,11,42,14,27
APNIC-net/rdapd,3ebb2fdd9b90304be581567b6002faa84c46c131,null,94,11,42,13,28
APNIC-net/rdapd,8de4b239bd23bc77e6721f341509ac554c8468e6,null,81,9,38,9,25
APNIC-net/rdapd,88a3abb66f086b41d01177f5ec2d35f70713e1a1,1.3.1,81,9,38,10,24
OrhanKupusoglu/bazelize-maven-plugin,d4ae1ad836167e45fccf8ab9d1913714d3ffcd3b,0.3.1,40,1,27,7,5
OrhanKupusoglu/bazelize-maven-plugin,3781701dfe348a083087fec1990f73ec4fcca845,0.2.1,40,1,28,7,4
OrhanKupusoglu/bazelize-maven-plugin,0e328aa387d486bab97c7fc26d010dd9285b768e,0.2.3,40,1,28,7,4
OrhanKupusoglu/bazelize-maven-plugin,4fc0c1142768a0dba491009859dba04a2324362f,0.3.3,43,1,30,7,5
OrhanKupusoglu/bazelize-maven-plugin,8ad0ace428c8134d4fc6f7894fa450191e3053b4,0.2.5,40,1,28,7,4
OrhanKupusoglu/bazelize-maven-plugin,054e9ac98a98b13b510475d0d69df7504313770d,0.3.2,43,1,30,7,5
OrhanKupusoglu/bazelize-maven-plugin,7626abb0b4d7fa1054230861e3c424c1bd7ff736,0.2.2,40,1,28,7,4
OrhanKupusoglu/bazelize-maven-plugin,09953f4bf264af196b88ea324bd0a828ec7fbae1,0.2.6,40,1,28,7,4
OrhanKupusoglu/bazelize-maven-plugin,b719be5fe5d5b9e82b13a4f8b1dba4ade829b4a5,null,43,1,30,7,5
OrhanKupusoglu/bazelize-maven-plugin,f8638e4435e4f666fb12653a7d92d100a2cdb2d3,0.2.4,40,1,28,7,4
PhantomThief/model-view-builder,ce78b6197081fb2ca78f645038b5e8e19c8fc869,1.0.1,5,1,1,3,0
PhantomThief/model-view-builder,300dc836c07d1b7939a984ae69324b0d4b597be6,null,14,2,5,4,3
PhantomThief/model-view-builder,d985c1fccd8f2ed397bbc87a4640dca8e2b5314a,null,14,2,5,4,3
PhantomThief/model-view-builder,cf59350e49fc0de5fd3ae9a7dfbfce4963ab1a1a,1.1.1,10,1,2,4,3
PhantomThief/model-view-builder,28f74266d63bb9d298d6acaaf269e99d0d0846db,1.0.0,5,1,1,3,0
PhantomThief/model-view-builder,64f7f270166fd7f5bc727f9b7fe2caafae0ca4d0,1.1.3,14,2,5,4,3
PhantomThief/model-view-builder,a5e36214a981d9e3656e9cf1b0a4b3efb72fc97d,1.1.0,10,1,2,4,3
PhantomThief/model-view-builder,bbbabf1b2d42a3c8a09bfcb4003f1922d1221516,1.1.2,11,1,3,4,3
PhantomThief/model-view-builder,dd46c82ca1b5cd722188a6399dc162cb877b7870,1.1.4,14,2,5,4,3
maxmind/GeoIP2-java,0d682307a05aa0979a28631db305fd1e341d832e,2.15.0,54,3,37,5,9
maxmind/GeoIP2-java,848844ee2b3c1edf58fe88bea904fe5aef8b5056,0.4.1,14,0,7,4,3
maxmind/GeoIP2-java,a72e2eb46da9b4d88cb2aac2187f6c48a831b32c,null,52,2,36,6,8
maxmind/GeoIP2-java,ee7f7b08bd8d9d95d013a469736057e4f8f0c1c7,null,52,3,35,5,9
maxmind/GeoIP2-java,f96e84815de352b6324abb01de1e1c92e2c445de,2.2.0,12,0,5,4,3
maxmind/GeoIP2-java,e83e8df42a6bf89a6eea6565f6fdb0acbc40b04d,0.7.2,12,0,5,4,3
maxmind/GeoIP2-java,5d44de920c91de89965fcb3d5fcd4f8265dd6c13,null,54,3,37,5,9
maxmind/GeoIP2-java,2ab7708ce6b3bd9c4166a72a8a83f6b0951f52e1,null,54,3,37,5,9
maxmind/GeoIP2-java,b85fa4734e966a26885d0b8a577c386d315abcbe,2.3.1,12,0,5,4,3
maxmind/GeoIP2-java,61d438fb42e95c83ff1456a0d9f8e9bc19fa1132,null,54,3,37,5,9
maxmind/GeoIP2-java,dc5116c12ba81fa40dc360f83998bc7b8786126b,null,48,2,31,6,9
maxmind/GeoIP2-java,cc21a598926d685dfe0a189796965ec062953447,2.14.0,52,3,35,5,9
maxmind/GeoIP2-java,b0d613a5de26f0c5c72a66dda45ef70b7fe402a1,null,52,2,36,6,8
maxmind/GeoIP2-java,11ccc67982d876555dc7bbcce92e3f6587678019,null,52,3,35,5,9
maxmind/GeoIP2-java,73f95fdf611011ea344dc6fd56e760b4bb759651,0.10.0,12,0,5,4,3
maxmind/GeoIP2-java,2453e4e64b8cf40b7e08481d176aaaec6e36e866,null,52,2,36,6,8
maxmind/GeoIP2-java,3013bcec02aae41d7e9ff3c7afd551328a49d48c,null,54,3,37,5,9
maxmind/GeoIP2-java,4c3e7329bc6bf972aee395687642752788f48001,2.10.0,48,2,31,6,9
maxmind/GeoIP2-java,97ee2bceef66a7c8fa821cf13010f9bae3d83045,null,52,2,36,5,9
maxmind/GeoIP2-java,89ab7aec66993e3ea9d8243cd1446a4fd4729263,null,54,3,37,5,9
maxmind/GeoIP2-java,61addd0e1150d11df79154643a1c09d9b80fe29a,null,52,2,36,5,9
maxmind/GeoIP2-java,585648dc7ec571392655c1594c7dcc46f6b88611,0.7.0,12,0,5,4,3
maxmind/GeoIP2-java,47761339480242f97f3c005658394bf506b5e7d1,null,52,2,36,6,8
maxmind/GeoIP2-java,ab8920fad610c3233e9adea3f785fb0e9e863bbe,null,52,2,36,6,8
maxmind/GeoIP2-java,44ff78d33290bd148f10d892ec641e8abf4107fa,0.7.1,12,0,5,4,3
maxmind/GeoIP2-java,6510727fe3b974ca7de3064b4a12b057c8c86e59,2.8.0,45,2,30,6,7
maxmind/GeoIP2-java,bff901c1839d0b73eb1f4677ee0b180510b255e2,null,54,3,37,5,9
maxmind/GeoIP2-java,25bc3fd57f670bf9cc874c5bd66c7b9dbbde43e2,null,52,2,36,6,8
maxmind/GeoIP2-java,b7fd9d1075684092b58eecf4cde490d7795b7eac,2.8.0-rc1,45,2,30,6,7
maxmind/GeoIP2-java,3eebd308479e4727eafeea77927b7a3a4cece781,2.9.0,48,2,32,6,8
maxmind/GeoIP2-java,4f5c9994fdb28bdad0420c7dbf5ce541a6a5b4e3,null,52,2,36,6,8
maxmind/GeoIP2-java,f13f165c55ae7636f8fa22c1598161fa9db81e73,null,54,3,37,5,9
maxmind/GeoIP2-java,177dcd4238e44fc8137d591358e50cbe8c36a132,null,54,3,37,5,9
maxmind/GeoIP2-java,d044fde0112d5726dad14e0dfff388e39bba5d55,null,54,3,37,5,9
maxmind/GeoIP2-java,191a8922ea1a0331c71ad0507999612350bcb18a,null,52,2,36,6,8
maxmind/GeoIP2-java,d2f9573624c42baad240b210c2b00fa1e6c654ae,null,54,3,37,5,9
maxmind/GeoIP2-java,3afdc038ee82cfdfed480401b8b37473de310d43,null,52,2,36,6,8
maxmind/GeoIP2-java,75ff018ad8eac996f05c5b23402421a55c55cfb9,null,52,2,36,5,9
maxmind/GeoIP2-java,f3d6b4ddb5e0832a1a845967aee9457e4d6f46e5,null,52,2,36,5,9
maxmind/GeoIP2-java,f932feb987e1d29e979a281be12fc423756e5ffd,null,52,3,35,5,9
maxmind/GeoIP2-java,a9fc1b9bde0c7cbff8a29599f0b4654a06f52e90,null,52,3,35,5,9
maxmind/GeoIP2-java,4160ed1055318d6d653ebc24dbc80bee0b432a9c,null,52,2,36,6,8
maxmind/GeoIP2-java,b13c19431123dde8bb7e8313a51c6de326324ee1,null,52,2,36,5,9
maxmind/GeoIP2-java,27d8942ddc01efe52d4a437cdb1c3c18dc25b804,null,54,3,37,5,9
maxmind/GeoIP2-java,2ec943a8b7bd56a8c0b6d01d04b2e17e6b17ee8c,null,54,3,37,5,9
maxmind/GeoIP2-java,76678591e9192139b6cdb5aab757f20a13a7dbf1,null,52,2,36,6,8
maxmind/GeoIP2-java,67ae74af9b39b7a7e42678de9063af96433675ff,null,52,3,35,5,9
maxmind/GeoIP2-java,6a8de96aec61f25e97670c5032e6a7d4c85631fd,2.0.0,12,0,5,4,3
maxmind/GeoIP2-java,f14d1598585425b48316e8fbe64fcd3e1a707d45,null,54,3,37,5,9
maxmind/GeoIP2-java,3a4c75261f12c1ca22c9f729c7a5e39b6a2a6598,2.13.1,52,2,36,5,9
maxmind/GeoIP2-java,fbd7090640032ff0e12020c7a0de2f80e5916edf,null,48,2,31,6,9
maxmind/GeoIP2-java,767aaa19d87506976f7c88fd5927a51e5f0333c1,2.4.0,13,0,5,4,4
maxmind/GeoIP2-java,0d1fe4008873ac8f18221a8443ded02ab460ed16,null,52,2,36,5,9
maxmind/GeoIP2-java,bd64c881bfb46a1e144465f8daeea98e0af8a173,null,52,2,36,6,8
maxmind/GeoIP2-java,c028998162d4a8787abeab2d0c8d6accdd8212c7,null,52,2,36,5,9
maxmind/GeoIP2-java,3ddd514b7b3f8a1a5988061f2d01dca1a4e6bcd8,0.5.0,13,0,6,4,3
maxmind/GeoIP2-java,74bb9019b13b53cea67da8d37836c88a2d9dc787,null,52,2,36,6,8
maxmind/GeoIP2-java,0b8cbfefb322a02e74d3c64d3d3419444d271b22,null,52,2,36,5,9
maxmind/GeoIP2-java,b1b1f23dd6d0ae1dc2c18161c730fa2db929d240,null,52,2,36,6,8
maxmind/GeoIP2-java,05b4822786a05ebea1f1e968d8d26a34f223b6fe,null,54,3,37,5,9
maxmind/GeoIP2-java,e583f8efb5cecf368cadfcef2761063ebfef71ed,null,52,2,36,5,9
maxmind/GeoIP2-java,96ccc782848c2c2d21a765039116aaff14718aca,null,52,2,36,6,8
maxmind/GeoIP2-java,fd96db97fcf20968ac34421af22d251092237d27,0.9.0,12,0,5,4,3
maxmind/GeoIP2-java,640b02c31aee2be7eda245a0377511a31af3b8eb,null,54,3,37,5,9
maxmind/GeoIP2-java,a2c3b7c76b5fd75973cae5a9fc7d9a2344d43e97,null,52,2,36,5,9
maxmind/GeoIP2-java,3ca7c81a5d5c6f53a6c7b749083c34ce8921e639,2.5.0,13,0,5,4,4
maxmind/GeoIP2-java,f5b37c0c9b49b462fb9f9c6a955ae590948ecf8b,null,52,2,36,5,9
maxmind/GeoIP2-java,a6541d49bfce173119030aba985fb088cac26cea,null,52,2,36,6,8
maxmind/GeoIP2-java,fda3a795b6299dc825b914cf81db6b42d2d9eac6,null,52,2,36,6,8
maxmind/GeoIP2-java,7405b1734931a283fda36eb87b84cbb09286ca1c,null,54,3,37,5,9
maxmind/GeoIP2-java,2ca804ccbd201bb238a5a4c6caffe55c232e7c6c,null,52,2,36,6,8
maxmind/GeoIP2-java,e1db2c5c51dcc7b25137e902243d9c1606ab5c85,null,54,3,37,5,9
maxmind/GeoIP2-java,9471826cb6bc81cbb498f9dbeb274a4621268c76,null,54,3,37,5,9
maxmind/GeoIP2-java,864dd99b60edaa993da9abb035b6e6a672954b69,0.1.1,13,1,6,3,3
maxmind/GeoIP2-java,c40828ed587d9ceabc976f42528b896970679278,null,52,2,36,6,8
maxmind/GeoIP2-java,083a7d535b7e9bb443515d00a8b4aa1ea1052c84,null,52,3,35,5,9
maxmind/GeoIP2-java,623c11258dca07e999b28d02454caf106e2da91a,null,52,2,36,6,8
maxmind/GeoIP2-java,75d893f40cae34840ea9da324f65ebc1755b59d5,null,52,2,36,6,8
maxmind/GeoIP2-java,1d54509386c0eb9832b1f7e3453897bdca5ffeaa,2.1.0,12,0,5,4,3
maxmind/GeoIP2-java,7ba9b58d2a99eb2edc3859df6c4eae2243ccbf74,null,52,2,36,6,8
maxmind/GeoIP2-java,8626276273d787756ec46cb4f55a6d48a7f3db5e,null,52,2,36,5,9
maxmind/GeoIP2-java,5ae4d020250fb3963e57c6514a5240b75f5f524b,null,52,3,35,5,9
maxmind/GeoIP2-java,a86e7ff74f9f4ce44c59a0f5ebe7519be9431ec1,null,52,2,36,6,8
maxmind/GeoIP2-java,0f9ec80d6a31fec5def66b3ef95268b64337914e,null,52,2,36,5,9
maxmind/GeoIP2-java,35d3037f112174346533a169f570cc7e09366743,null,52,3,35,5,9
maxmind/GeoIP2-java,8760b19bf74a2cc7566b91a3555a8f275112e7c3,null,52,2,36,5,9
maxmind/GeoIP2-java,c8eb966eef8acba9f27668649dc79b5e93c9fe7a,null,52,3,35,5,9
maxmind/GeoIP2-java,915e550bcafeff57292c89b1ae1a5df559bc7a58,2.15.0-rc1,54,3,37,5,9
maxmind/GeoIP2-java,faf23b410dcef2e14e8675ad2ea271d1c7962563,0.3.0,15,1,7,4,3
maxmind/GeoIP2-java,6d9fa964b87a6364f1548b63aa4fb8636599ef08,null,52,2,36,5,9
maxmind/GeoIP2-java,c7e05b137a588374dbbdbbb7ab6d2bcbf50e5279,null,52,2,36,6,8
maxmind/GeoIP2-java,5008f134b51a81893036569c8e21879df16bc7f4,2.3.0,12,0,5,4,3
maxmind/GeoIP2-java,52253e76c8093ec4c9e752d5b0d8d61d1b2acc0f,null,52,2,36,6,8
maxmind/GeoIP2-java,be69aba0f1c39ddb0a4cd5fb6fb9b6783017b9d6,0.6.0,13,0,6,4,3
maxmind/GeoIP2-java,0a8ccbc130bc7dca362a45773c9800f7b8674565,2.7.0,13,0,5,5,3
maxmind/GeoIP2-java,9c74e4e68fc949f4eeb5df7ea98b7ccdb1058b29,0.4.0,15,1,7,4,3
maxmind/GeoIP2-java,751dc591a0533dc722e66c91528b7498127c45a3,2.8.0-rc.1,45,2,30,6,7
maxmind/GeoIP2-java,dc8b7596c6ee77ca1ad34989b26b803f6079939a,null,52,3,35,5,9
maxmind/GeoIP2-java,a2c8813b78463e2a1f1738cdf895e9c0bd7a0c58,0.8.1,12,0,5,4,3
maxmind/GeoIP2-java,619fe90a27fad7f95beb7c1b3dac8761d7a3f902,2.13.0,52,2,36,6,8
maxmind/GeoIP2-java,e1e44b05d6758ab297164ca0dca5e3063cfb8495,null,52,2,36,5,9
maxmind/GeoIP2-java,47ec4e0eace2cb61042a7e26ed128f2e006e2e31,null,52,3,35,5,9
maxmind/GeoIP2-java,26178892208f3c7e4e2d5282e6bfe772aace0ca4,null,52,3,35,5,9
maxmind/GeoIP2-java,acdf9eadb96e8d52f8a464934aa404d79db8ef06,null,52,2,36,6,8
maxmind/GeoIP2-java,36492e03d001bc74b1513b67052834d5776acab1,null,48,2,31,6,9
maxmind/GeoIP2-java,42e8f782e4666e13295ebd7156fe71c732054fd3,null,52,2,36,6,8
maxmind/GeoIP2-java,4ba6f9da0542945a59ead762515bff34d33408ad,null,52,2,36,5,9
maxmind/GeoIP2-java,151fa526ee7e14164e354a6bf3adf434517c8a3d,null,52,2,36,5,9
maxmind/GeoIP2-java,26b2a193df0425b509a7796d842fcff23a1c809f,null,52,2,36,6,8
maxmind/GeoIP2-java,07f471d954de638779489cb3efa63ed23777ccc8,2.12.0,48,2,31,6,9
maxmind/GeoIP2-java,7dec202d6807e5504b0a7c3b2f2d51035f5483ef,null,52,2,36,5,9
maxmind/GeoIP2-java,11c5792b07f99201347700e98f49ae74038e8060,null,52,2,36,5,9
maxmind/GeoIP2-java,06f872a5b8befe632d0470327f653123745a2455,null,52,2,36,6,8
maxmind/GeoIP2-java,2550923ca8f674eaa13d0927d8eee710cea31fcf,0.8.0,12,0,5,4,3
maxmind/GeoIP2-java,03ad208c292a40018e240f3aa4d35bb6ec8264f6,0.2.0,13,1,6,3,3
maxmind/GeoIP2-java,6b51b9fc0a9206151b13f21292ecc3c462bbc5f8,2.8.1,46,2,31,6,7
maxmind/GeoIP2-java,87c3d30722c9f3978025d3c8f5a272ec36ef89ae,2.11.0,48,2,31,6,9
maxmind/GeoIP2-java,6e63e45ad960ca0b3bbde32b3c2471ad3526ff0e,null,48,2,31,6,9
maxmind/GeoIP2-java,17d2095aaff18380ba0398672db71c7e24f9f8d3,null,52,3,35,5,9
maxmind/GeoIP2-java,15b2cbd515b70350dc116112bccb42f223bab0e0,null,54,3,37,5,9
maxmind/GeoIP2-java,f4f0fde0a3a498c5d573068132de0dc0aadd9d48,2.6.0,13,0,5,4,4
maxmind/GeoIP2-java,94141a0ced4530ca8907b50b1ef1859beb65903f,null,52,2,36,5,9
maxmind/GeoIP2-java,21496195b1703815fae89c996a9f52d7420514ed,null,52,2,36,6,8
maxmind/GeoIP2-java,45b1a4779033cc3fc321efcc9bd2420a87533677,null,54,3,37,5,9
shazam/shazamcrest,940663ae8929241687b6af90abeecf5b1cb9a835,0.8,8,0,1,6,1
shazam/shazamcrest,416d5687f3011ead1fdc0f708e852b97a5a759f4,null,15,0,7,7,1
shazam/shazamcrest,09db7e58825b17b9c09e6f2eeb160043ef539fe0,0.2,7,1,1,3,2
shazam/shazamcrest,d31f29e714174e4183bb127122b8822f76117c1a,0.1,7,1,1,3,2
shazam/shazamcrest,443a022dfbb1a597fbb1c6770aa488a44c7a49b3,0.5,8,0,1,6,1
shazam/shazamcrest,f077dcc8d06ae627ff66de0d3694dcbc6d5fec17,0.11,8,0,0,7,1
shazam/shazamcrest,15e2e862fb1561dab56b69c3d26db6fe29816b23,0.4,8,0,1,6,1
shazam/shazamcrest,76b9c1665d2fcf9d92ca3c1d56b967eb611edd46,0.7,8,0,1,6,1
shazam/shazamcrest,39b38d82c7c2bfb2e961cd30268072cb25ac67d0,0.6,8,0,1,6,1
shazam/shazamcrest,3e25647ba71365ebadcc6743f8b483f1d0305dbf,0.9,8,0,0,7,1
shazam/shazamcrest,cc70edf98f4d33b84d31ac6c7a15e67698433bad,0.10,8,0,0,7,1
Juniper/netconf-java,317e4cfb94c0954a31f5355a404da82a0876ef8d,2.1.1,18,5,4,6,3
Juniper/netconf-java,ca42b977ffc8a7f0b3cfa53fd262f489d2f75112,null,18,5,4,6,3
Juniper/netconf-java,6b0071b5a3393765c907997d2c2d3bf922a09c9f,2.0.1,14,4,3,6,1
Juniper/netconf-java,a4ae33dd873ccacef9aacaff8a6635cbeb273ca1,2.1,15,4,4,6,1
Juniper/netconf-java,e8bf7273e5176f36b6114fc1dd4c66f0b75ec21d,2.0.0,14,4,3,6,1
m09/syllable-counter,1155674b035744adbb6b7d943b9f3b347b3b2667,null,2,0,1,1,0
m09/syllable-counter,c6bd5cf6cd4524bfc619d4d931fc53faefb8ac20,null,2,0,1,1,0
m09/syllable-counter,774c4dc38e8392aebe7f3c47065606303d2b6d29,null,2,0,1,1,0
m09/syllable-counter,acd2ef0572472a886d5cf186d2ace684bb180f40,4.0.2,2,0,1,1,0
m09/syllable-counter,702c804006fa4265b14be7529ea2560b37824f85,null,2,0,1,1,0
m09/syllable-counter,72446e198d6f99d4789154e87976e4b9c5e0e5d1,null,2,0,1,1,0
m09/syllable-counter,29677295919faabd1830613a589f575914b7e7d1,4.0.0,2,0,1,1,0
m09/syllable-counter,1a1a13d30ca02f4f0bff29474f1042576f343a0b,4.1.0,2,0,1,1,0
m09/syllable-counter,9d3e256592276d570bc91ac2f847c2b110b96431,3.0.0,2,0,1,1,0
m09/syllable-counter,e78cbc856026dd7cb7ede2b6b379bcc1ade0f000,3.0.1,2,0,1,1,0
m09/syllable-counter,bc3f0a50bf957de672daf4f3e93e35bf419cec63,4.0.3,2,0,1,1,0
m09/syllable-counter,789187fa0b1f3d25b606327db92261a00bb19af4,4.0.1,2,0,1,1,0
MarchLiu/jaskell-java8,b83414491899e1c2f4d2cd87be6f34d5d4c85401,1.2.2,3,1,0,1,1
MarchLiu/jaskell-java8,73aef8e1c9b27d39776549d50c5546308123a2d9,1.0,3,1,0,1,1
MarchLiu/jaskell-java8,ab4e1ada76968278ed1dbb80e2a0e2e66125a22f,1.1,3,1,0,1,1
libraryaddict/LibsDisguises,6571fe3a2deba55f4af0ad26d0e5fcf38e5007bd,8.0.4,4,0,2,2,0
libraryaddict/LibsDisguises,5a4ac21f108fa3830b1141ebae09dd64a5e50914,8.0.7,6,0,3,3,0
libraryaddict/LibsDisguises,04af32149f11586fd44aa5968083e84db77d84f6,8.0.5,4,0,2,2,0
libraryaddict/LibsDisguises,c3c6a5c1c4c2b4dcbeef4c3cb9098e8a3a43ca06,8.0.6,6,0,3,3,0
libraryaddict/LibsDisguises,a588e06e46eb01e2172ab154bc3c381c6ea9edec,8.0.8,6,0,3,3,0
PSDev/stabbed-android,f09746a04538252ed5c8922cee678fb0f9387e8a,1.0.4,54,2,39,7,6
PSDev/stabbed-android,b52018bc3408080c5a2ccabff53e6b6abd1a85e9,1.0.1,13,0,9,3,1
PSDev/stabbed-android,65997807bae1bb45e37fa6866bdec08dd3a6b6ed,1.0.5,54,2,39,7,6
PSDev/stabbed-android,68767d77b5e6353d18677bf667bbc16367c247b9,1.0.2,14,0,8,4,2
PSDev/stabbed-android,b55b337729868b19b675982dd7bb660fce94050d,1.0.3,54,2,39,7,6
PSDev/stabbed-android,66e9a094510be693d9fdddb2e971d7af5e903453,1.0.0,13,0,9,3,1
looly/loServer,185557b31a327b42ef37ded60fc1b81a00d41ce7,0.3.0,8,2,2,2,2
looly/loServer,b8740db7b4dcbc20f8051483204c5a40ba27657d,0.5.0,8,3,2,2,1
looly/loServer,43d00a2def6e621678d04f486f5c5686f9e45507,0.1.1,8,2,2,2,2
looly/loServer,cee6471b71d26bd2641e62ead113ca05a286a0c8,0.1.0,8,2,2,2,2
looly/loServer,d522a62eccd52ca95d38cd4239a2af7fa32ebd9d,null,6,2,2,2,0
looly/loServer,419902c0e36bec9314e32a6cc3c1db158f5e600e,0.4.0,8,3,2,2,1
looly/loServer,9f902e9fede8b3dd5aea2c7e7f91e1ca09dccf73,0.5.4,3,1,0,2,0
looly/loServer,e8ba0431f5aec47898238fa0ecc3047ed031ba83,0.5.6,3,1,0,2,0
looly/loServer,2b6fd4075a175ad7bf6e0a469786933753ee3913,0.5.5,3,1,0,2,0
looly/loServer,438613df109ca0d7a2f562fff8c179de607b5f8c,0.2.0,8,2,2,2,2
omnifaces/optimusfaces,bd6292640b82c2601fc0dc13ed7b175f06ea5696,0.2,5,0,0,5,0
apache/commons-configuration,f14836a499392441c428d3fb2e02e6cf7d082064,null,50,5,17,26,2
apache/commons-configuration,74c152b18b26b9559660623b32ee3ebda0cb0d34,null,50,5,17,26,2
apache/commons-configuration,9570fa26a403f3fe4df90a4158a4cfa971a8bbc4,null,50,5,17,26,2
apache/commons-configuration,f65e54641058fe11c516435b1315be3b1a114c31,null,50,5,17,26,2
apache/commons-configuration,37ac2d34ccd313f88ba823f9569fc4d10fbd2605,null,50,5,17,26,2
